user_id,first_name,last_name,phone_number,address,sin_hash,tenant_company,subscription_tier,age,sex,bmi,smoker_status,dependents,recent_hospitalizations,base_risk_score,ocr_conditions,ocr_confidence,requires_manual_review,region,high_risk
e8096110-507e-4dbe-88df-1d9c54124835,Marc,Roberson,1 (378) 808-3526,"827 Maddox Brook, Mckinneymouth, AB G2P8A3",5f31f5d171ca5db5a0438bd4a2e64b93e60fa3ffe6c09f6a83b8f2f188390928,Pacific Care,Premium,64,Female,31.0,False,1,0,29.95,Cancer,0.62,False,New Brunswick,True
a0b51f8e-0d80-4302-ab47-3c10ba8944f5,Monica,Bonilla,498.095.6069,"36736 Mcdaniel Stravenue, North Karenfort, NB C1C 3H8",58c139d1543279decafbf46a9f30d7308d72564ca6ac3b2c41a4dd4add3f80c1,Prairie Life,Standard,47,Male,22.5,False,0,0,31.65,Cancer,0.73,False,Nova Scotia,True
6f0c6c53-b207-475d-984f-72906f621ed7,Gary,Wilson,(317) 419-9389,"40958 Sanchez Highway, Richardsbury, YT R5S 3G7",91c562737115d51d559029e455e27acfe6389c0a46737d410a6ef9a1eedc9d4e,Northern Shield,Premium,39,Female,29.5,False,1,0,37.65,Cancer,0.84,True,British Columbia,True
1b8dafe5-7a39-4151-8545-5188dc54c5e8,Tiffany,Bonilla,(990) 742-6633,"80023 Brown Trail, Smithborough, BC C4T7K2",4fc383341cd59ee5d5d9320df5cedf67a2055b814e3342390a0d0a599dc74fdc,Northern Shield,Enterprise,45,Female,32.6,False,2,0,39.79,Asthma,0.62,False,Alberta,False
0792a5fd-1e43-4551-ad6e-9b43d4c09950,Ernest,Chapman,(681) 894-5497,"38589 Hernandez Brooks Suite 713, East Michelle, YT T4A 2A4",15d4c7d0876715e063f85b68ac288d31680b8f7a7f019d9909210d7ef8bea883,Atlantic Blue,Enterprise,59,Non-binary,35.6,False,0,1,28.29,Hypertension,0.81,False,Quebec,True
25005d2c-757a-4047-97bc-bad5710b6ed3,Kyle,Myers,1-939-015-3395,"265 Madison Bridge, East Yvonneland, ON Y5K6R1",021d9a97ef99fac67a2f912bbd8f19feff767742d98c9cff294f8775bd613be8,Oshawa Health,Enterprise,42,Non-binary,35.5,False,0,0,7.58,Heart Disease,0.82,False,Alberta,False
411bda10-1bfb-4abf-988d-0ffcfe86eaf5,John,Christian,906-799-1346,"065 Brown Creek Suite 472, Washingtonborough, NL S8Y 8Y3",c65fc18bb9bbb284a55b876bf8f2ec028c8275df75e8aab2b8be225d8ba43a03,Atlantic Blue,Enterprise,54,Female,29.4,False,1,2,37.93,None,0.72,True,Ontario,True
5a2f15d1-be76-4e5b-a1d1-553cda31660c,Timothy,Walter,(586) 689-7073,"089 Daniel Rapids, Port Kimberly, SK P3K1M6",c81daf929e652d8b36dfa186836fe2de964c73d375816be50619384bbffed5b2,Pacific Care,Premium,26,Male,26.8,False,1,0,11.99,Cancer,0.76,False,British Columbia,False
ea182305-869e-4fce-ac98-30fbea1e292b,Robert,Shaw,635-267-5652 x980,"61004 Crosby Brooks, Danieltown, BC A8B3Y7",c7af1bd162e5925e41c6f0e4c2521065535397c6ed0e0e2e3c235a32a9141499,Prairie Life,Standard,26,Female,28.6,False,1,0,13.15,Diabetes,0.75,False,Alberta,False
8847ba62-8e62-47ff-865d-b0487cc8de3e,Joseph,Barnes,616-752-0593 x541,"97424 Kaiser Drive, Amberville, PE V6M2S9",6b369e322f32b4865b3eae94ebbb0894666550d5cbb1a0cef748279df4150e28,Pacific Care,Standard,68,Non-binary,27.9,False,3,2,27.91,Diabetes,0.63,True,New Brunswick,True
1701f038-ea97-42bf-aa8f-e93372cce7c3,Kenneth,Maldonado,1 (963) 160-3288,"941 Martinez Track Apt. 528, New Alex, QC J4E 1M3",531375718a7c3f71f12a67d1385e6dbf2b988896148dadf760ea8032fd402bda,Atlantic Blue,Enterprise,30,Male,23.2,False,4,0,30.06,Diabetes,0.62,False,New Brunswick,False
25257277-6e94-4352-8285-19d5a35d9c7f,Michael,Williams,198 904 2698,"3467 Brenda Mills, Debrachester, BC C3K2E8",494f26692973b69286ace72c56797a6104b0608220491fd4a8abccc402b5a197,Oshawa Health,Premium,41,Female,21.3,False,1,0,17.86,Cancer,0.63,False,British Columbia,False
5f43d1c5-a27e-43d3-970c-bdc217175c0d,Sara,Ferguson,(381) 626-6698 x742,"444 Jones Mount, Kevinstad, SK C1C5T5",7ebd9db5496a55fa5345959b3a9df194a964c9b035dcb37097c8be615941f92a,Atlantic Blue,Premium,47,Male,19.3,False,1,0,32.91,COPD,0.66,False,Nova Scotia,False
ab993216-1691-4a7b-b72a-66a088ab79f6,Dawn,Parker,253.614.5183,"81670 Petersen Cove, Phillipville, AB V1G 8S7",62544902dd651abec7f8e94c7206d6a611205d378edba459d5936e00f0c1108d,Atlantic Blue,Standard,18,Female,27.3,False,2,2,35.61,Cancer,0.6,False,Manitoba,True
468a185c-7f95-4e5f-83fe-79cabdce88b6,William,Mcdowell,564.064.0058,"28272 Mcguire Plain Apt. 166, Lisafort, MB X6K6G8",e7c86854dc7303368c21c22b74b3e752dff82ca2dd6f14f7a4dee03226e33b56,Pacific Care,Premium,43,Non-binary,35.3,False,2,0,18.39,COPD,0.74,False,Ontario,True
d40381f7-6e3c-4cee-b4ea-bc92fcd50038,Kevin,Arnold,633.759.9334,"818 Rodriguez Ramp, Patrickmouth, YT S3Y5G8",8274bd7c646c7f86d727c3b6d4b7b605363955459e3fa4cea67e3887e4b32581,Prairie Life,Premium,53,Female,37.1,False,0,0,32.64,Heart Disease,0.96,False,Ontario,True
f30f0397-520a-453c-86b7-183a98852023,Richard,Johnson,557 975 1315,"7621 Gina Viaduct, South Dylanport, SK L8T3H5",5efd5669f98c6fe61e7b18ec4b5453596633134450f4aacc398c1a111d5b1a73,Northern Shield,Standard,38,Female,23.1,False,3,0,20.56,COPD,0.85,False,Nova Scotia,False
caa361f8-92fc-4446-93a7-15bc1a5ed7db,Michael,Estrada,+1 (599) 987-5119,"363 Osborn Cliff, Shellyfort, BC T5V5C6",430cd8f34d62ff387e8364009a509b21f554bece9d97e746ba9159e9e45b768b,Oshawa Health,Premium,34,Non-binary,31.6,False,2,1,28.63,Cancer,0.83,False,Quebec,True
faab2a14-f1b4-43a2-a42e-98f640ee3e3f,Cindy,Barajas,+1 (514) 097-7418,"4053 Taylor Rapid, Port Grant, NU V6J8B3",b3834d1ab7ce51eaf8ac0b540f3d44173c77ad8f9d528810015fcd78d127db79,Oshawa Health,Premium,38,Male,29.7,False,3,0,6.41,Diabetes,0.63,False,New Brunswick,False
a26417ba-eed1-4c03-8f80-1084382b7f3f,David,Jordan,1 (432) 616-9174,"227 Zachary Branch Suite 547, North Jasminechester, YT K7A3G1",707f6df3c37b2b2a86595d816c1fb3870b4da78f776b41d2201137c6fd68e922,Pacific Care,Standard,45,Male,25.1,True,1,1,30.1,COPD,0.83,False,New Brunswick,True
bfe8fd3e-cf0e-451f-bd88-db61d87077c5,Lisa,Doyle,(336) 409-7628,"288 Sara Views, Sancheztown, SK Y6T5H1",4ca5c209cab3e04bc5c7ee1556c29fab91a1e2a05bbe725adf3a679976b3dba3,Prairie Life,Premium,39,Non-binary,37.4,False,7,0,14.5,Heart Disease,0.6,False,New Brunswick,False
3b4928d6-8d2a-451c-9f4f-ee536a73df77,Scott,Carrillo,1-388-168-2043,"7317 Phillips Wells, Lake Timothy, PE J9V8Y3",b0d70d9378176b7dab30576e8e4feeb73bac8763ef55017dd32bc12a473c59f0,Oshawa Health,Standard,27,Non-binary,26.0,True,1,0,33.67,Heart Disease,0.92,True,Ontario,True
ef26d242-e1ef-45a1-bb3a-da01e1056864,Joseph,Murray,(214) 065-0580 x953,"0594 Morgan Squares Suite 073, New Cynthia, NT Y3X3K9",541a6ed67a38f0429289da172079adc3ff980546aa6aaa389647518ac048b3da,Prairie Life,Premium,36,Female,23.0,True,2,0,24.74,Diabetes,0.98,False,Saskatchewan,True
6852a0e0-4e85-4997-bef7-fbd28db99c9d,Cameron,Kerr,408.228.1940,"775 Jason Mills Apt. 588, Matthewshire, AB V4X9E3",8b0998f3c48bc14df54b44464cb532bf595ed165dc491c97d4a0d3142f1b4e79,Pacific Care,Enterprise,57,Female,30.5,False,1,1,12.46,COPD,0.85,False,New Brunswick,True
e32a15e7-18b2-4e03-8d75-f7a9436d06dc,Karen,Vaughn,419.676.4758,"6388 Rebecca Expressway Apt. 706, Porterfort, NB Y9M 6H1",60e57a95f8565a1c437233ee0fc60d0b7d264ed55ca7decfa54b3fdf22e3a0ba,Oshawa Health,Enterprise,26,Non-binary,24.4,False,1,0,14.02,Cancer,0.61,False,British Columbia,False
f8efdc63-e96d-43bc-9d0d-b229cc9085ff,Shannon,Kim,436 810 4636,"54612 Jonathan Radial, Lake Gregoryburgh, ON T5J2E5",562134126670c73c94c82365fb9559d063be5d8358432ee2445c87309426e744,Northern Shield,Standard,41,Non-binary,25.5,True,1,0,15.43,Heart Disease,0.92,False,Alberta,True
b6bd20b6-f6da-4240-8812-753487cdb3c2,Lisa,Rubio,+1 (351) 185-8020,"2180 Jones Inlet, North Stephanie, ON K4N1V9",764dffad6a537c3b99d3f6b02672a36cd9d5a63151e5a3106b530efec8aa9e6b,Prairie Life,Enterprise,27,Male,24.7,False,1,1,27.01,Hypertension,0.74,False,Manitoba,False
4f135e14-1936-4f24-ba66-41a9805d19b2,Brian,Flores,673 801 6584,"45405 Ryan Locks, Robertville, YT L6A3X2",123eb5ac4e111c1d93aec87ce837c19356e4e3c99091e576f461385e5b066c24,Atlantic Blue,Standard,68,Female,22.7,False,0,0,29.05,Hypertension,0.75,True,New Brunswick,False
d6737505-eb70-44e7-8b54-91c25b14a2c8,Shannon,Kennedy,+1 (922) 923-4671,"1732 Evans Burg Suite 667, Crystaltown, BC T6S4R6",a6b5666a9de07b7df1166c1202ed2025c224ae907a0a4d5f515867f03ff619c9,Atlantic Blue,Premium,50,Non-binary,26.3,False,2,1,13.99,Hypertension,0.74,True,Saskatchewan,True
68f79904-b948-4e6b-bf04-623108f80ab7,Ashley,Johnson,124.084.7652,"24718 Jacob Route Apt. 437, North Rachelmouth, QC R1B 1R8",fed0e5a79061133290932f7c7024174be5e433c70e73285d41d3ebff17a77731,Oshawa Health,Premium,38,Male,30.1,True,1,0,10.16,COPD,0.68,False,New Brunswick,True
eb32655a-1e0e-4f0b-bcfb-b5993b5eb539,Leslie,Stevens,952-217-8066 x774,"16368 Martinez Vista, Suarezbury, NB C4Y6E6",190c672e4440abcd7cc859a2ae9def68a3d2bda129b9c0b53c7ec96914f4339e,Prairie Life,Standard,60,Female,28.5,False,2,0,33.12,None,0.95,False,Alberta,False
afbd2bcd-0b3a-40dd-99df-0f109bf87846,Peggy,Shannon,+1 (957) 272-8781,"476 Lindsay Spring, New Benjamin, NS B2M9S7",8d63c9a288a4f6fce1ad85ef306fe8bd8af50d8afe35b2a264d07a923136cdc0,Oshawa Health,Premium,66,Non-binary,20.7,False,1,0,21.93,Hypertension,0.98,False,Quebec,True
a6b27c75-4650-49bd-a991-5fdd3311a66d,Steven,Webb,+1 (241) 814-6049,"3228 Rachel Shore, New Seth, YT C8J 3M1",c87d1e382547cef84f9005454c5f7d695930d12b288a33e310c5376ad0e6d3b5,Oshawa Health,Premium,37,Male,21.8,False,0,1,34.92,COPD,0.79,False,Alberta,True
688eed15-9be2-44d8-b545-1a6f4643ab45,Sheila,Hamilton,(486) 675-1965,"0392 Turner Ranch Apt. 438, New Stephanie, QC A1N9K4",74dac3e1e6349dd558e0fcfa2b90d3704ecf9d1204b4897717e706d5da6f7207,Atlantic Blue,Standard,74,Male,22.1,False,3,1,32.84,COPD,0.76,False,Saskatchewan,True
00dcb208-9e62-4f0e-875b-2ea203584c6d,Jason,Bennett,914-671-5118,"32248 Joel Camp Suite 374, Mikefurt, NS M2A 3Y8",2dad156c5b7bf55f95b456f2b8596b085c95b58073fe724f94532ccf99741202,Northern Shield,Premium,59,Non-binary,24.0,False,2,0,35.58,Cancer,0.72,False,Quebec,True
a6569242-3354-4a8d-94fc-b447c50f63ac,Martin,Hunter,1-382-775-9479,"019 Jonathan Lane Suite 595, Conleyfurt, NB V4E 6C2",19243250931ede1a7f8ef334ea972a7fbffda6892f803cbb69fe61335f795b5b,Oshawa Health,Standard,40,Female,29.0,False,2,0,14.48,Diabetes,0.76,False,British Columbia,False
6da7c788-8218-48e9-bef6-cc00cd48e765,Michelle,Johnson,(271) 650-8170 x376,"42816 Rivera Unions Suite 554, Lake Cynthia, QC G8L6L4",ebd2780ac498a2a39d444794d75df5433127410bcbaa27a17156832fe8ab7441,Atlantic Blue,Premium,48,Male,31.5,False,0,0,7.09,Diabetes,0.76,True,Manitoba,False
88b62bea-3906-4781-8b77-19e61de3e4a8,Latoya,Huff,(379) 201-4829 x237,"650 Butler Crest Apt. 655, Gomezland, NT K6N 9P2",eca4b169e6815d948557bf4396f064e788d9b2048ffed8b9656fb7b243933c8c,Atlantic Blue,Premium,57,Male,22.0,False,0,0,34.22,COPD,0.76,False,British Columbia,True
14653286-4486-40c6-b413-86e384fb704a,Laurie,Stephens,206-605-6772,"08438 Sally Street Suite 399, South Alyssa, YT S8E 9A8",8e9fe576cb2f8dd2ebc7ee4c563a6f7ac01ebc43c1a663168d87827ed3c8111a,Pacific Care,Standard,47,Non-binary,30.1,False,2,0,22.22,Diabetes,0.81,True,New Brunswick,False
fc892e6f-19c7-4cea-8673-de4c96802fe8,Gary,Liu,963.091.6516,"7215 Mark Shores, North Chloemouth, ON C3V1B1",5b98cc5dcb2aa7509f86d2b24d1d5c938851b51257f0d7c3146dab8044258595,Oshawa Health,Premium,43,Non-binary,31.8,False,3,0,23.6,Heart Disease,0.85,False,Quebec,False
21e81e24-6af7-4857-8151-a2f0d753e06d,Donna,Bell,1 (650) 187-8900,"32554 Debbie Glens Apt. 321, Lake Kevin, YT G4N 4X1",f3ae04365957a93567dcad819b33e80eb6fdae8307e363b0555e948fe67ffc26,Atlantic Blue,Enterprise,49,Male,26.6,False,0,1,36.98,Asthma,0.66,False,Quebec,False
2a63bd5b-f49a-4bd7-b4e2-0a5bf26f5a8e,Jeffery,Fuller,(522) 769-0474,"98110 Blankenship Stravenue, Port Jessicaside, NU R5V6X4",21fa2bfd843c4e70d2cb1203dad4b9073180e087b9d53185e3eb965ec7095697,Atlantic Blue,Premium,24,Non-binary,26.6,True,0,0,37.44,Heart Disease,0.75,False,Ontario,True
6708ed62-cfa9-4694-b517-a78f653048da,Vanessa,Gonzalez,(235) 784-3701,"61363 Thornton Islands, South Andrewton, NB P7E 4E8",d6664ac9da799473bbff032c3df391bad4fc20cabf5a0c9602577ee10ca62741,Atlantic Blue,Enterprise,18,Non-binary,26.3,True,1,0,14.64,Asthma,0.84,False,Alberta,False
4e5d7afd-fd3b-4403-bf32-e132ee32c513,Angela,Villanueva,1-557-362-5303,"27322 Small Rest Apt. 728, Johnsonburgh, PE A6A2V2",7ac7051f6553423efba0e8d88c7a6b7efb9c40a724d94f1e9aa1a07d0ebcb84d,Atlantic Blue,Premium,52,Female,30.8,False,1,0,11.23,None,0.67,False,Nova Scotia,False
f07178c7-0eef-4424-8f11-6f2c6a451856,Adam,Lopez,(994) 099-6567,"5981 Brown Wells Apt. 329, Port Ann, NL H9E 5J4",5aac8ac060ce9b93000e068431844adba8e3b2906d39bbcf346ce91808f89cdc,Atlantic Blue,Premium,48,Non-binary,26.9,False,0,0,39.27,Heart Disease,0.83,True,New Brunswick,True
80c1337c-213d-4ff0-826d-bdd41268a3ce,Jeff,Davis,(130) 004-2956,"93095 May Burg, North Kayla, NT B6A 6H7",557ce008375e31418853991357d61501cdd2a191906ca6e8df13fc2a64f91829,Prairie Life,Premium,18,Non-binary,18.3,False,2,0,20.39,Cancer,0.8,False,Alberta,False
5fcf6c93-c06b-43b2-b975-ce44bd7c0d8d,Brittney,Miller,+1 (506) 231-4387,"3053 Gilbert Curve, Gutierreztown, AB R6K3H8",e1c5d06bc18e8ac7b6ac6f2c6180b512c8f200524de822cd95c909505428ac8f,Northern Shield,Standard,20,Non-binary,36.9,False,3,0,11.83,Heart Disease,0.73,False,New Brunswick,False
08f77130-326d-40e8-9e37-9daa15bf8979,Diane,Lawson,+1 (374) 881-3914,"5694 Laura Gateway, Port Kennethville, NB Y6M4H4",eb9ba3db0ba7e06746b80ebe3d73039bf0ed53bd4f132b2c81e48f740ee302bf,Oshawa Health,Standard,51,Female,29.6,True,1,0,8.82,Hypertension,0.87,False,New Brunswick,True
f65330dc-f3dc-4c6a-8843-b7c695b4ffca,Jennifer,Murray,(994) 284-0888 x563,"852 Edwin Center, Port Justinland, NS Y6P6C7",abe37a1b0a4a1dfaa2f77d8bb08194997618a42f4e89672a8225239460dd18c3,Pacific Care,Premium,65,Female,25.3,True,4,1,27.1,COPD,0.92,False,Quebec,True
373a589e-3ffe-417a-94ba-b68fa5eec6ad,Jose,Hull,132-187-0395,"59402 Robert Plains, South Andreabury, NT J3R5G5",37ede1522be7ca9b9da7220eb08490399267a9b616c476b8f07e6b8adaacb9ef,Northern Shield,Standard,47,Male,21.9,False,1,0,33.31,Cancer,0.82,False,Alberta,False
7e74d3ef-c322-41cf-8a25-506c9f247268,Ryan,White,+1 (655) 615-7723,"2748 Gibson Ranch, South Brad, NT L8R4E6",371b016a24c8c967ba3764eb8dd98fca87a4df2792a9b36824861b7e06eaabc2,Northern Shield,Enterprise,41,Female,15.0,True,0,1,38.57,Heart Disease,0.67,False,New Brunswick,True
14f4a8c2-6550-4295-937b-e78eafaa860a,Jeremy,Brown,(144) 706-7409 x126,"007 Daniel Meadow Suite 802, East Stacey, QC X9A9B2",19fd89dd63ff6bb0879cb28ed19e1b11c8d42c433a91c63bae3d082b800bb701,Prairie Life,Standard,44,Non-binary,24.0,False,1,0,23.24,Hypertension,0.99,False,British Columbia,False
833b9f93-20d9-48a8-800d-5fe4e686289e,Justin,Turner,1-765-411-2422,"138 Kristen Crest Suite 295, Lake Chris, NS T4X7G8",b7eafae0d0fb0e8aad72280337d1cc88eb7864c5e89da23115922fb7d953f3b0,Atlantic Blue,Enterprise,32,Male,28.8,False,1,1,38.74,Cancer,0.83,False,British Columbia,True
ec76d0d8-fab4-4249-a779-f83517e88de3,Marcus,Ball,+1 (959) 486-3787,"711 Dominguez Haven Apt. 870, Gonzalezfort, QC L7T8G4",7961bc7da467d4cc23af5a30f1112e85c7389a91830966eec188430ee5e11a01,Prairie Life,Standard,27,Non-binary,24.9,False,1,0,7.7,Asthma,0.96,False,Nova Scotia,False
4cbf24ae-eaff-42c9-a1d7-d441368706e2,Frank,Cruz,(313) 615-9364 x076,"820 Parker Radial, Jenniferchester, MB C5K6G2",fad1ce64e86fbc6140caed97e79c961eedcf204c9e8055ae8f8d8ef2e0249695,Oshawa Health,Premium,31,Female,35.2,True,0,1,39.32,Cancer,0.72,False,Saskatchewan,True
b4794eab-5cf0-401a-bb7a-f51df309cd86,Jessica,Allen,541.421.5825,"3438 Michael Centers, Arroyoshire, MB P4C 5B2",32ea9058ae87fdc2f2d47ff9133b8279afd79ffa49a33774fa72de4da77b5160,Pacific Care,Premium,27,Non-binary,27.3,False,3,0,27.04,Cancer,0.84,False,Saskatchewan,False
9f37cd8b-254a-444b-97b4-84beaecd4ea1,Michael,Turner,383 494 2835,"0771 Burke Neck, Carterbury, NS V3B 5K3",89b33687e0255f44f54e3d4ea89587955cfd88315284bc7a069019a0f0fda0e8,Pacific Care,Standard,32,Female,18.0,False,1,0,12.52,Cancer,0.89,False,Ontario,False
9dfe3ed6-9f26-4f4d-88ee-fd34ab04d047,Ian,Campbell,779-211-7005 x245,"27172 Anna Plain, Rebeccaburgh, NU L6J 3C2",abf65229d6f7568cf204ec0a6dc289ee219e4fc5faad06d1447b26e5dc40561d,Prairie Life,Standard,35,Male,35.3,True,6,0,32.27,Cancer,0.82,False,New Brunswick,True
a067dc48-337c-4a72-a2b9-8eeeca435c6e,Christopher,Leon,917-862-5615 x636,"650 Malone Lane Suite 062, Jeremyfort, NL Y8C 2X2",e22669abb78f006cf3dae239c286ccc79035e2e9cfb2f1ed0f7d2c7cbfba6051,Prairie Life,Premium,40,Non-binary,27.6,False,3,0,21.64,Diabetes,0.76,False,Manitoba,False
5e0a9c70-e2fe-454b-93e1-18db5e79cf7a,Lisa,Harris,+1 (335) 431-3311,"4547 Penny Ports, West Melindafort, PE A4K 4B8",26333ea32f1fc881169b6b5682c1eb82d1fade65c39228024f565331d287d6f0,Atlantic Blue,Enterprise,46,Female,22.3,False,1,0,6.83,Cancer,1.0,False,Saskatchewan,False
fa622153-e45e-490c-ad91-f49a4a2518fa,Briana,Wilson,785.029.7670,"93057 Simmons Stravenue Apt. 406, South Andrew, NT G4Y6S8",9b3d2cfdf52cb120eb1957e53aa0c224cfd033f26242e8016b39a624dac33f21,Prairie Life,Standard,38,Non-binary,28.7,False,0,0,31.82,Diabetes,0.83,True,New Brunswick,False
b3711ba2-fbfd-42a0-9c5d-226a753258d5,Juan,Montoya,(651) 744-4413 x882,"552 Perez Ford, New Katie, NS V1V 5X4",7895f6d6d5ca460c8de28f8241b10bfe43044a4652f1638e05d0f1ecfd9be99c,Atlantic Blue,Premium,30,Non-binary,23.0,True,1,0,35.02,Heart Disease,0.61,False,New Brunswick,True
c426e44b-82dd-4230-a59e-4744c2da6f67,Amanda,Miller,806-310-5950,"0486 Rodriguez Shoals, Carlsonfort, YT K2Y 1G3",c673adcafb18495c5195956c76bfe7cd77eff5a808e26b370f1564bc424473fb,Oshawa Health,Premium,41,Non-binary,27.2,False,1,1,22.06,Asthma,0.85,False,New Brunswick,False
2b86dd6b-65f7-4079-ae2b-419b18b97272,Brian,Howell,149.892.1685,"398 Emily Glens Suite 906, North Christieton, NB X4G 9G3",968f1aa6b41fbf3578997107597b8b3a18ce01e68f43afe82d3783b67f79c435,Prairie Life,Premium,84,Male,30.3,False,1,0,39.41,None,0.69,True,Ontario,True
6adb7605-74f8-492a-95d2-36d19b4fb017,Ian,Brooks,955-727-0592 x501,"69657 Sullivan Stream, Paynehaven, NU J5A 9X4",dd6ba9b90c2757343a565155947ae9b2ada41d153d359e1d89b2f8b14f2a755c,Oshawa Health,Enterprise,53,Male,25.7,False,2,0,5.21,Heart Disease,0.89,False,New Brunswick,False
d787cd41-caa0-44ff-a2d0-3e1bc778c4b8,Carrie,Anderson,966-329-5689,"4893 Marshall Via Apt. 619, Hardintown, AB X1C 5M4",46ee2e52471f254fd08b7e1085fec31aa39c29bad2bc26808afc2937cd7a516d,Oshawa Health,Enterprise,39,Female,22.8,False,0,0,5.3,COPD,0.99,False,British Columbia,False
fd6187f0-1ec9-472a-b754-190ddd5e79be,Nancy,Fernandez,653.150.0583,"858 Hartman Isle Suite 614, Lake Scotthaven, NL T2R 9A4",dd6812aee63cec904bec7bf091cbeb226723de14c40859927a1f0ff52a2a880f,Oshawa Health,Premium,64,Male,28.4,False,2,0,6.21,Hypertension,0.92,False,New Brunswick,False
d97f4e3b-bc18-41c7-bcba-65b977a74f24,Jacob,Howard,(116) 953-5246 x936,"9904 Casey Garden, Jessicaside, PE X3M 5K5",8213f19e00cbce320e706434dad63e1da3b64b9c0d0f733148d819695e597fdf,Northern Shield,Standard,48,Female,28.8,True,1,0,26.8,COPD,0.65,False,Manitoba,True
7d04ae65-3d67-4733-b46f-f7ea009b6656,Pamela,Cox,1-934-259-5122,"93821 Ryan Plain Suite 852, Lake Bradmouth, NB B3C6J8",d390c81afb3e28ed48c0b30f19bf423696ac49dfe1cc0b30aa024c2692f33167,Prairie Life,Premium,38,Non-binary,39.0,True,3,0,39.74,Cancer,0.61,False,Saskatchewan,True
f1b06644-259d-4b31-9490-c99248e0769b,Andrew,Gallagher,1-614-822-4302,"7393 Adams Route Suite 085, Bradleyfurt, MB E6L4K6",755ff9f15d1e8336676c5be0d7bc10df4fcef8aa968c1c147f704f4e9d1bd479,Pacific Care,Premium,45,Female,17.2,False,1,1,18.42,Heart Disease,0.71,False,Alberta,True
af760b63-6892-4b16-9486-8c3b27a17ed5,Stacey,Lang,+1 (891) 720-7036,"63015 Thomas Orchard Apt. 748, North Amandaview, ON Y3A2P9",ab50089c403c59d0abfa445094177ea13073d9735d9099957f14638a81c21e0e,Atlantic Blue,Enterprise,50,Female,29.4,False,1,1,36.94,COPD,0.62,True,Manitoba,True
dbb8160a-f317-499f-9adb-a542c8cfa229,Melinda,Roberts,802-558-7825,"02203 Malone Gardens, Kevinstad, QC J2L 7A5",006c6bae03e2d8fbedd70ce1ce4168dd88779fdd0fd5215f1d6d44f433d0330d,Pacific Care,Premium,35,Female,22.2,False,3,1,26.97,COPD,0.78,True,Nova Scotia,True
7350722e-03d3-46c7-9e09-8024fe04bcde,Teresa,Hood,785-060-9337 x198,"02146 Green Cove Apt. 220, Villaland, NT N2A 8C8",4d0ecd6dba4fa258938f9769b24ff20d7c9e7e04c44cca1452cc39c0a84ec281,Northern Shield,Enterprise,30,Male,23.3,False,1,0,34.29,Hypertension,0.63,True,Saskatchewan,False
b5be3b0d-4007-417a-9002-4e1013899aaf,Carolyn,Dixon,295-047-0062 x250,"9174 Tiffany Fall Apt. 936, Lake Kyleview, NU T7A 1S6",26696c9bb781a76e7d568d6f9e24c505b9e6994bd19ff071caadaa7274315f48,Prairie Life,Enterprise,46,Female,41.4,False,1,0,22.58,Cancer,0.73,False,New Brunswick,True
b78bd4a0-6c58-4863-8670-6da48737046b,Trevor,James,1 (627) 398-3112,"89870 Ryan Drives, Gabrielleview, NT R4S 8C1",f333bab89a7fc350fb0dad9e5ec5b225979a5ceed37dd382afffac30254d07c3,Atlantic Blue,Standard,67,Male,19.6,True,0,0,16.46,COPD,0.89,True,Quebec,True
bb778076-a2bb-454b-bc3d-8705b60b0ee9,John,Johnson,(449) 785-3150 x274,"165 Edwards Harbors, South Dennisshire, QC G9V7N1",88261f524f56f31cc66f520a2aca060a7188d793260a7d6a10b77349deaee082,Atlantic Blue,Enterprise,51,Male,27.7,False,0,0,38.81,Hypertension,0.8,False,New Brunswick,False
93a0d412-08eb-40e1-9eb7-e3d7eed8747d,Shane,Gomez,(133) 020-6822,"452 Jamie Ports, Robertsonmouth, NT K7G 2R1",36a69b2e92dac0b7b3c898f5b842904f64dd8bc5eed49c4e701e756269a0d211,Prairie Life,Premium,33,Non-binary,25.3,True,2,0,25.53,Cancer,0.95,False,Nova Scotia,True
e13d1a43-62de-4ee8-96f7-d91edda6a27d,Jason,Moore,286.205.0255,"996 Chelsea Falls, Robertsfort, YT A4V5A6",d3c880df703b29d8cd758309e7756f77bb6c18c773a5399d3e5bdc3523968dc5,Oshawa Health,Enterprise,47,Female,28.1,False,0,0,20.52,COPD,0.72,False,Quebec,True
e99241ea-dae5-4f3d-8685-9e5f12f1441b,Nicholas,Jones,1 (652) 742-1691,"419 John Greens Apt. 654, Foxberg, PE M9B 7X7",1351440e69029db8aaad8a37c583e16b625ec3699bebfbec46c16584fe845988,Northern Shield,Premium,43,Non-binary,25.5,False,4,0,20.78,Hypertension,0.88,False,Nova Scotia,False
e645833c-491c-4d6d-bd29-c33cd7ed9a04,Richard,Reilly,187.007.4989,"80203 Nathaniel Meadows Suite 752, South Jamesburgh, QC L1M8P7",8fb77a5afe9aeb5144e2c9eecf38b5d7327c45ca2cdd5b59d5285b711c35c595,Northern Shield,Standard,46,Female,29.4,False,0,0,10.46,Hypertension,0.62,False,Ontario,False
